Country/Region,Province/State,Date,Confirmed,Recovered,Deaths,Continents
Afghanistan,Others,2020-02-24,1,0,0,Asia
Afghanistan,Others,2020-02-25,1,0,0,Asia
Afghanistan,Others,2020-02-26,1,0,0,Asia
Afghanistan,Others,2020-02-27,1,0,0,Asia
Afghanistan,Others,2020-02-28,1,0,0,Asia
Afghanistan,Others,2020-02-29,1,0,0,Asia
Afghanistan,Others,2020-03-01,1,0,0,Asia
Afghanistan,Others,2020-03-02,1,0,0,Asia
Afghanistan,Others,2020-03-03,1,0,0,Asia
Afghanistan,Others,2020-03-04,1,0,0,Asia
Afghanistan,Others,2020-03-05,1,0,0,Asia
Afghanistan,Others,2020-03-06,1,0,0,Asia
Afghanistan,Others,2020-03-07,1,0,0,Asia
Afghanistan,Others,2020-03-08,4,0,0,Asia
Afghanistan,Others,2020-03-09,4,0,0,Asia
Afghanistan,Others,2020-03-10,5,0,0,Asia
Afghanistan,Others,2020-03-11,7,0,0,Asia
Afghanistan,Others,2020-03-12,7,0,0,Asia
Afghanistan,Others,2020-03-13,7,0,0,Asia
Afghanistan,Others,2020-03-14,11,0,0,Asia
Afghanistan,Others,2020-03-15,16,0,0,Asia
Afghanistan,Others,2020-03-16,21,1,0,Asia
Afghanistan,Others,2020-03-17,22,1,0,Asia
Afghanistan,Others,2020-03-18,22,1,0,Asia
Afghanistan,Others,2020-03-19,22,1,0,Asia
Afghanistan,Others,2020-03-20,24,1,0,Asia
Afghanistan,Others,2020-03-21,24,1,0,Asia
Afghanistan,Others,2020-03-22,40,1,1,Asia
Afghanistan,Others,2020-03-23,40,1,1,Asia
Afghanistan,Others,2020-03-24,74,1,1,Asia
Afghanistan,Others,2020-03-25,84,2,2,Asia
Afghanistan,Others,2020-03-26,94,2,4,Asia
Afghanistan,Others,2020-03-27,110,2,4,Asia
Afghanistan,Others,2020-03-28,110,2,4,Asia
Afghanistan,Others,2020-03-29,120,2,4,Asia
Afghanistan,Others,2020-03-30,170,2,4,Asia
Afghanistan,Others,2020-03-31,174,5,4,Asia
Afghanistan,Others,2020-04-01,237,5,4,Asia
Afghanistan,Others,2020-04-02,273,10,6,Asia
Afghanistan,Others,2020-04-03,281,10,6,Asia
Afghanistan,Others,2020-04-04,299,10,7,Asia
Afghanistan,Others,2020-04-05,349,15,7,Asia
Afghanistan,Others,2020-04-06,367,18,11,Asia
Afghanistan,Others,2020-04-07,423,18,14,Asia
Afghanistan,Others,2020-04-08,444,29,14,Asia
Afghanistan,Others,2020-04-09,484,32,15,Asia
Afghanistan,Others,2020-04-10,521,32,15,Asia
Albania,Others,2020-03-09,2,0,0,Europe
Albania,Others,2020-03-10,10,0,0,Europe
Albania,Others,2020-03-11,12,0,1,Europe
Albania,Others,2020-03-12,23,0,1,Europe
Albania,Others,2020-03-13,33,0,1,Europe
Albania,Others,2020-03-14,38,0,1,Europe
Albania,Others,2020-03-15,42,0,1,Europe
Albania,Others,2020-03-16,51,0,1,Europe
Albania,Others,2020-03-17,55,0,1,Europe
Albania,Others,2020-03-18,59,0,2,Europe
Albania,Others,2020-03-19,64,0,2,Europe
Albania,Others,2020-03-20,70,0,2,Europe
Albania,Others,2020-03-21,76,2,2,Europe
Albania,Others,2020-03-22,89,2,2,Europe
Albania,Others,2020-03-23,104,2,4,Europe
Albania,Others,2020-03-24,123,10,5,Europe
Albania,Others,2020-03-25,146,17,5,Europe
Albania,Others,2020-03-26,174,17,6,Europe
Albania,Others,2020-03-27,186,31,8,Europe
Albania,Others,2020-03-28,197,31,10,Europe
Albania,Others,2020-03-29,212,33,10,Europe
Albania,Others,2020-03-30,223,44,11,Europe
Albania,Others,2020-03-31,243,52,15,Europe
Albania,Others,2020-04-01,259,67,15,Europe
Albania,Others,2020-04-02,277,76,16,Europe
Albania,Others,2020-04-03,304,89,17,Europe
Albania,Others,2020-04-04,333,99,20,Europe
Albania,Others,2020-04-05,361,104,20,Europe
Albania,Others,2020-04-06,377,116,21,Europe
Albania,Others,2020-04-07,383,131,22,Europe
Albania,Others,2020-04-08,400,154,22,Europe
Albania,Others,2020-04-09,409,165,23,Europe
Albania,Others,2020-04-10,416,182,23,Europe
Algeria,Others,2020-02-25,1,0,0,Africa
Algeria,Others,2020-02-26,1,0,0,Africa
Algeria,Others,2020-02-27,1,0,0,Africa
Algeria,Others,2020-02-28,1,0,0,Africa
Algeria,Others,2020-02-29,1,0,0,Africa
Algeria,Others,2020-03-01,1,0,0,Africa
Algeria,Others,2020-03-02,3,0,0,Africa
Algeria,Others,2020-03-03,5,0,0,Africa
Algeria,Others,2020-03-04,12,0,0,Africa
Algeria,Others,2020-03-05,12,0,0,Africa
Algeria,Others,2020-03-06,17,0,0,Africa
Algeria,Others,2020-03-07,17,0,0,Africa
Algeria,Others,2020-03-08,19,0,0,Africa
Algeria,Others,2020-03-09,20,0,0,Africa
Algeria,Others,2020-03-10,20,0,0,Africa
Algeria,Others,2020-03-11,20,0,0,Africa
Algeria,Others,2020-03-12,24,8,1,Africa
Algeria,Others,2020-03-13,26,8,2,Africa
Algeria,Others,2020-03-14,37,12,3,Africa
Algeria,Others,2020-03-15,48,12,4,Africa
Algeria,Others,2020-03-16,54,12,4,Africa
Algeria,Others,2020-03-17,60,12,4,Africa
Algeria,Others,2020-03-18,74,12,7,Africa
Algeria,Others,2020-03-19,87,32,9,Africa
Algeria,Others,2020-03-20,90,32,11,Africa
Algeria,Others,2020-03-21,139,32,15,Africa
Algeria,Others,2020-03-22,201,65,17,Africa
Algeria,Others,2020-03-23,230,65,17,Africa
Algeria,Others,2020-03-24,264,24,19,Africa
Algeria,Others,2020-03-25,302,65,21,Africa
Algeria,Others,2020-03-26,367,29,25,Africa
Algeria,Others,2020-03-27,409,29,26,Africa
Algeria,Others,2020-03-28,454,31,29,Africa
Algeria,Others,2020-03-29,511,31,31,Africa
Algeria,Others,2020-03-30,584,37,35,Africa
Algeria,Others,2020-03-31,716,46,44,Africa
Algeria,Others,2020-04-01,847,61,58,Africa
Algeria,Others,2020-04-02,986,61,86,Africa
Algeria,Others,2020-04-03,1171,62,105,Africa
Algeria,Others,2020-04-04,1251,90,130,Africa
Algeria,Others,2020-04-05,1320,90,152,Africa
Algeria,Others,2020-04-06,1423,90,173,Africa
Algeria,Others,2020-04-07,1468,113,193,Africa
Algeria,Others,2020-04-08,1572,237,205,Africa
Algeria,Others,2020-04-09,1666,347,235,Africa
Algeria,Others,2020-04-10,1761,405,256,Africa
Andorra,Others,2020-03-02,1,0,0,Europe
Andorra,Others,2020-03-03,1,0,0,Europe
Andorra,Others,2020-03-04,1,0,0,Europe
Andorra,Others,2020-03-05,1,0,0,Europe
Andorra,Others,2020-03-06,1,0,0,Europe
Andorra,Others,2020-03-07,1,0,0,Europe
Andorra,Others,2020-03-08,1,0,0,Europe
Andorra,Others,2020-03-09,1,0,0,Europe
Andorra,Others,2020-03-10,1,0,0,Europe
Andorra,Others,2020-03-11,1,0,0,Europe
Andorra,Others,2020-03-12,1,1,0,Europe
Andorra,Others,2020-03-13,1,0,0,Europe
Andorra,Others,2020-03-14,1,1,0,Europe
Andorra,Others,2020-03-15,1,1,0,Europe
Andorra,Others,2020-03-16,2,1,0,Europe
Andorra,Others,2020-03-17,39,1,0,Europe
Andorra,Others,2020-03-18,39,1,0,Europe
Andorra,Others,2020-03-19,53,1,0,Europe
Andorra,Others,2020-03-20,75,1,0,Europe
Andorra,Others,2020-03-21,88,1,0,Europe
Andorra,Others,2020-03-22,113,1,1,Europe
Andorra,Others,2020-03-23,133,1,1,Europe
Andorra,Others,2020-03-24,164,1,1,Europe
Andorra,Others,2020-03-25,188,1,1,Europe
Andorra,Others,2020-03-26,224,1,3,Europe
Andorra,Others,2020-03-27,267,1,3,Europe
Andorra,Others,2020-03-28,308,1,3,Europe
Andorra,Others,2020-03-29,334,1,6,Europe
Andorra,Others,2020-03-30,370,10,8,Europe
Andorra,Others,2020-03-31,376,10,12,Europe
Andorra,Others,2020-04-01,390,10,14,Europe
Andorra,Others,2020-04-02,428,10,15,Europe
Andorra,Others,2020-04-03,439,16,16,Europe
Andorra,Others,2020-04-04,466,21,17,Europe
Andorra,Others,2020-04-05,501,26,18,Europe
Andorra,Others,2020-04-06,525,31,21,Europe
Andorra,Others,2020-04-07,545,39,22,Europe
Andorra,Others,2020-04-08,564,52,23,Europe
Andorra,Others,2020-04-09,583,58,25,Europe
Andorra,Others,2020-04-10,601,71,26,Europe
Angola,Others,2020-03-20,1,0,0,Africa
Angola,Others,2020-03-21,2,0,0,Africa
Angola,Others,2020-03-22,2,0,0,Africa
Angola,Others,2020-03-23,3,0,0,Africa
Angola,Others,2020-03-24,3,0,0,Africa
Angola,Others,2020-03-25,3,0,0,Africa
Angola,Others,2020-03-26,4,0,0,Africa
Angola,Others,2020-03-27,4,0,0,Africa
Angola,Others,2020-03-28,5,0,0,Africa
Angola,Others,2020-03-29,7,0,2,Africa
Angola,Others,2020-03-30,7,0,2,Africa
Angola,Others,2020-03-31,7,1,2,Africa
Angola,Others,2020-04-01,8,1,2,Africa
Angola,Others,2020-04-02,8,1,2,Africa
Angola,Others,2020-04-03,8,1,2,Africa
Angola,Others,2020-04-04,10,2,2,Africa
Angola,Others,2020-04-05,14,2,2,Africa
Angola,Others,2020-04-06,16,2,2,Africa
Angola,Others,2020-04-07,17,2,2,Africa
Angola,Others,2020-04-08,19,2,2,Africa
Angola,Others,2020-04-09,19,2,2,Africa
Angola,Others,2020-04-10,19,2,2,Africa
Antigua and Barbuda,Others,2020-03-13,1,0,0,North America
Antigua and Barbuda,Others,2020-03-14,1,0,0,North America
Antigua and Barbuda,Others,2020-03-15,1,0,0,North America
Antigua and Barbuda,Others,2020-03-16,1,0,0,North America
Antigua and Barbuda,Others,2020-03-17,1,0,0,North America
Antigua and Barbuda,Others,2020-03-18,1,0,0,North America
Antigua and Barbuda,Others,2020-03-19,1,0,0,North America
Antigua and Barbuda,Others,2020-03-20,1,0,0,North America
Antigua and Barbuda,Others,2020-03-21,1,0,0,North America
Antigua and Barbuda,Others,2020-03-22,1,0,0,North America
Antigua and Barbuda,Others,2020-03-23,3,0,0,North America
Antigua and Barbuda,Others,2020-03-24,3,0,0,North America
Antigua and Barbuda,Others,2020-03-25,3,0,0,North America
Antigua and Barbuda,Others,2020-03-26,7,0,0,North America
Antigua and Barbuda,Others,2020-03-27,7,0,0,North America
Antigua and Barbuda,Others,2020-03-28,7,0,0,North America
Antigua and Barbuda,Others,2020-03-29,7,0,0,North America
Antigua and Barbuda,Others,2020-03-30,7,0,0,North America
Antigua and Barbuda,Others,2020-03-31,7,0,0,North America
Antigua and Barbuda,Others,2020-04-01,7,0,0,North America
Antigua and Barbuda,Others,2020-04-02,9,0,0,North America
Antigua and Barbuda,Others,2020-04-03,15,0,0,North America
Antigua and Barbuda,Others,2020-04-04,15,0,0,North America
Antigua and Barbuda,Others,2020-04-05,15,0,0,North America
Antigua and Barbuda,Others,2020-04-06,15,0,0,North America
Antigua and Barbuda,Others,2020-04-07,19,0,1,North America
Antigua and Barbuda,Others,2020-04-08,19,0,2,North America
Antigua and Barbuda,Others,2020-04-09,19,0,2,North America
Antigua and Barbuda,Others,2020-04-10,19,0,2,North America
Argentina,Others,2020-03-03,1,0,0,South America
Argentina,Others,2020-03-04,1,0,0,South America
Argentina,Others,2020-03-05,1,0,0,South America
Argentina,Others,2020-03-06,2,0,0,South America
Argentina,Others,2020-03-07,8,0,0,South America
Argentina,Others,2020-03-08,12,0,1,South America
Argentina,Others,2020-03-09,12,0,1,South America
Argentina,Others,2020-03-10,17,0,1,South America
Argentina,Others,2020-03-11,19,0,1,South America
Argentina,Others,2020-03-12,19,0,1,South America
Argentina,Others,2020-03-13,31,0,2,South America
Argentina,Others,2020-03-14,34,1,2,South America
Argentina,Others,2020-03-15,45,1,2,South America
Argentina,Others,2020-03-16,56,1,2,South America
Argentina,Others,2020-03-17,68,3,2,South America
Argentina,Others,2020-03-18,79,3,2,South America
Argentina,Others,2020-03-19,97,3,3,South America
Argentina,Others,2020-03-20,128,3,3,South America
Argentina,Others,2020-03-21,158,3,4,South America
Argentina,Others,2020-03-22,266,27,4,South America
Argentina,Others,2020-03-23,266,27,4,South America
Argentina,Others,2020-03-24,387,52,6,South America
Argentina,Others,2020-03-25,387,52,8,South America
Argentina,Others,2020-03-26,502,63,9,South America
Argentina,Others,2020-03-27,589,72,13,South America
Argentina,Others,2020-03-28,690,72,18,South America
Argentina,Others,2020-03-29,745,72,19,South America
Argentina,Others,2020-03-30,820,228,23,South America
Argentina,Others,2020-03-31,1054,240,27,South America
Argentina,Others,2020-04-01,1054,248,28,South America
Argentina,Others,2020-04-02,1133,256,36,South America
Argentina,Others,2020-04-03,1265,266,39,South America
Argentina,Others,2020-04-04,1451,279,43,South America
Argentina,Others,2020-04-05,1451,280,44,South America
Argentina,Others,2020-04-06,1554,325,48,South America
Argentina,Others,2020-04-07,1628,338,56,South America
Argentina,Others,2020-04-08,1715,358,63,South America
Argentina,Others,2020-04-09,1795,365,72,South America
Argentina,Others,2020-04-10,1975,375,82,South America
Armenia,Others,2020-03-01,1,0,0,Asia
Armenia,Others,2020-03-02,1,0,0,Asia
Armenia,Others,2020-03-03,1,0,0,Asia
Armenia,Others,2020-03-04,1,0,0,Asia
Armenia,Others,2020-03-05,1,0,0,Asia
Armenia,Others,2020-03-06,1,0,0,Asia
Armenia,Others,2020-03-07,1,0,0,Asia
Armenia,Others,2020-03-08,1,0,0,Asia
Armenia,Others,2020-03-09,1,0,0,Asia
Armenia,Others,2020-03-10,1,0,0,Asia
Armenia,Others,2020-03-11,1,0,0,Asia
Armenia,Others,2020-03-12,4,0,0,Asia
Armenia,Others,2020-03-13,8,0,0,Asia
Armenia,Others,2020-03-14,18,0,0,Asia
Armenia,Others,2020-03-15,26,0,0,Asia
Armenia,Others,2020-03-16,52,0,0,Asia
Armenia,Others,2020-03-17,78,1,0,Asia
Armenia,Others,2020-03-18,84,1,0,Asia
Armenia,Others,2020-03-19,115,1,0,Asia
Armenia,Others,2020-03-20,136,1,0,Asia
Armenia,Others,2020-03-21,160,1,0,Asia
Armenia,Others,2020-03-22,194,2,0,Asia
Armenia,Others,2020-03-23,235,2,0,Asia
Armenia,Others,2020-03-24,249,14,0,Asia
Armenia,Others,2020-03-25,265,16,0,Asia
Armenia,Others,2020-03-26,290,18,1,Asia
Armenia,Others,2020-03-27,329,28,1,Asia
Armenia,Others,2020-03-28,407,30,1,Asia
Armenia,Others,2020-03-29,424,30,3,Asia
Armenia,Others,2020-03-30,482,30,3,Asia
Armenia,Others,2020-03-31,532,30,3,Asia
Armenia,Others,2020-04-01,571,31,4,Asia
Armenia,Others,2020-04-02,663,33,7,Asia
Armenia,Others,2020-04-03,736,43,7,Asia
Armenia,Others,2020-04-04,770,43,7,Asia
Armenia,Others,2020-04-05,822,57,7,Asia
Armenia,Others,2020-04-06,833,62,8,Asia
Armenia,Others,2020-04-07,853,87,8,Asia
Armenia,Others,2020-04-08,881,114,9,Asia
Armenia,Others,2020-04-09,921,138,10,Asia
Armenia,Others,2020-04-10,937,149,12,Asia
Aruba,Others,2020-03-13,2,0,0,North America
Aruba,Others,2020-03-14,2,0,0,North America
Aruba,Others,2020-03-15,2,0,0,North America
Aruba,Others,2020-03-16,2,0,0,North America
Aruba,Others,2020-03-17,3,0,0,North America
Aruba,Others,2020-03-18,4,0,0,North America
Aruba,Others,2020-03-19,4,0,0,North America
Australia,Australian Capital Territory,2020-03-13,1,0,0,Australia
Australia,Australian Capital Territory,2020-03-14,1,0,0,Australia
Australia,Australian Capital Territory,2020-03-15,1,0,0,Australia
Australia,Australian Capital Territory,2020-03-16,2,0,0,Australia
Australia,Australian Capital Territory,2020-03-17,2,0,0,Australia
Australia,Australian Capital Territory,2020-03-18,3,0,0,Australia
Australia,Australian Capital Territory,2020-03-19,4,0,0,Australia
Australia,Australian Capital Territory,2020-03-20,6,0,0,Australia
Australia,Australian Capital Territory,2020-03-21,9,0,0,Australia
Australia,Australian Capital Territory,2020-03-22,19,0,0,Australia
Australia,Australian Capital Territory,2020-03-23,32,0,0,Australia
Australia,Australian Capital Territory,2020-03-24,39,0,0,Australia
Australia,Australian Capital Territory,2020-03-25,39,0,0,Australia
Australia,Australian Capital Territory,2020-03-26,53,1,0,Australia
Australia,Australian Capital Territory,2020-03-27,62,1,0,Australia
Australia,Australian Capital Territory,2020-03-28,71,2,0,Australia
Australia,Australian Capital Territory,2020-03-29,77,2,0,Australia
Australia,Australian Capital Territory,2020-03-30,78,2,1,Australia
Australia,Australian Capital Territory,2020-03-31,80,3,1,Australia
Australia,Australian Capital Territory,2020-04-01,84,8,1,Australia
Australia,Australian Capital Territory,2020-04-02,87,11,1,Australia
Australia,Australian Capital Territory,2020-04-03,91,18,1,Australia
Australia,Australian Capital Territory,2020-04-04,93,18,2,Australia
Australia,Australian Capital Territory,2020-04-05,96,28,2,Australia
Australia,Australian Capital Territory,2020-04-06,96,40,2,Australia
Australia,Australian Capital Territory,2020-04-07,96,40,2,Australia
Australia,Australian Capital Territory,2020-04-08,99,40,2,Australia
Australia,Australian Capital Territory,2020-04-09,100,47,2,Australia
Australia,Australian Capital Territory,2020-04-10,103,59,2,Australia
Australia,External territories,2020-03-22,0,0,0,Australia
Australia,From Diamond Princess,2020-02-21,4,0,0,Australia
Australia,From Diamond Princess,2020-02-22,7,0,0,Australia
Australia,From Diamond Princess,2020-02-23,7,0,0,Australia
Australia,From Diamond Princess,2020-02-24,7,0,0,Australia
Australia,From Diamond Princess,2020-02-25,7,0,0,Australia
Australia,From Diamond Princess,2020-02-26,7,0,0,Australia
Australia,From Diamond Princess,2020-02-27,8,0,0,Australia
Australia,From Diamond Princess,2020-02-28,8,0,0,Australia
Australia,From Diamond Princess,2020-02-29,0,0,0,Australia
Australia,From Diamond Princess,2020-03-01,0,0,0,Australia
Australia,From Diamond Princess,2020-03-02,0,0,0,Australia
Australia,From Diamond Princess,2020-03-03,0,0,0,Australia
Australia,From Diamond Princess,2020-03-04,0,0,0,Australia
Australia,From Diamond Princess,2020-03-05,0,0,0,Australia
Australia,From Diamond Princess,2020-03-06,0,0,0,Australia
Australia,From Diamond Princess,2020-03-07,0,0,0,Australia
Australia,From Diamond Princess,2020-03-08,0,0,0,Australia
Australia,From Diamond Princess,2020-03-09,0,0,0,Australia
Australia,From Diamond Princess,2020-03-10,0,0,0,Australia
Australia,From Diamond Princess,2020-03-11,0,0,0,Australia
Australia,From Diamond Princess,2020-03-12,0,0,0,Australia
Australia,From Diamond Princess,2020-03-13,0,0,0,Australia
Australia,From Diamond Princess,2020-03-14,0,0,0,Australia
Australia,From Diamond Princess,2020-03-15,0,0,0,Australia
Australia,From Diamond Princess,2020-03-16,0,0,0,Australia
Australia,From Diamond Princess,2020-03-17,0,0,0,Australia
Australia,From Diamond Princess,2020-03-18,0,0,0,Australia
Australia,From Diamond Princess,2020-03-19,0,0,0,Australia
Australia,From Diamond Princess,2020-03-20,0,0,0,Australia
Australia,From Diamond Princess,2020-03-21,0,0,0,Australia
Australia,Jervis Bay Territory,2020-03-22,0,0,0,Australia
Australia,New South Wales,2020-01-27,4,0,0,Australia
Australia,New South Wales,2020-01-28,4,0,0,Australia
Australia,New South Wales,2020-01-29,4,0,0,Australia
Australia,New South Wales,2020-01-30,4,2,0,Australia
Australia,New South Wales,2020-01-31,4,2,0,Australia
Australia,New South Wales,2020-02-01,4,2,0,Australia
Australia,New South Wales,2020-02-02,4,2,0,Australia
Australia,New South Wales,2020-02-03,4,2,0,Australia
Australia,New South Wales,2020-02-04,4,2,0,Australia
Australia,New South Wales,2020-02-05,4,2,0,Australia
Australia,New South Wales,2020-02-06,4,2,0,Australia
Australia,New South Wales,2020-02-07,4,2,0,Australia
Australia,New South Wales,2020-02-08,4,2,0,Australia
Australia,New South Wales,2020-02-09,4,2,0,Australia
Australia,New South Wales,2020-02-10,4,2,0,Australia
Australia,New South Wales,2020-02-11,4,2,0,Australia
Australia,New South Wales,2020-02-12,4,2,0,Australia
Australia,New South Wales,2020-02-13,4,4,0,Australia
Australia,New South Wales,2020-02-14,4,4,0,Australia
Australia,New South Wales,2020-02-15,4,4,0,Australia
Australia,New South Wales,2020-02-16,4,4,0,Australia
Australia,New South Wales,2020-02-17,4,4,0,Australia
Australia,New South Wales,2020-02-18,4,4,0,Australia
Australia,New South Wales,2020-02-19,4,4,0,Australia
Australia,New South Wales,2020-02-20,4,4,0,Australia
Australia,New South Wales,2020-02-21,4,4,0,Australia
Australia,New South Wales,2020-02-22,4,4,0,Australia
Australia,New South Wales,2020-02-23,4,4,0,Australia
Australia,New South Wales,2020-02-24,4,4,0,Australia
Australia,New South Wales,2020-02-25,4,4,0,Australia
Australia,New South Wales,2020-02-26,4,4,0,Australia
Australia,New South Wales,2020-02-27,4,4,0,Australia
Australia,New South Wales,2020-02-28,4,4,0,Australia
Australia,New South Wales,2020-02-29,4,4,0,Australia
Australia,New South Wales,2020-03-01,6,4,0,Australia
Australia,New South Wales,2020-03-02,6,4,0,Australia
Australia,New South Wales,2020-03-03,13,4,0,Australia
Australia,New South Wales,2020-03-04,22,4,1,Australia
Australia,New South Wales,2020-03-05,22,4,1,Australia
Australia,New South Wales,2020-03-06,26,4,1,Australia
Australia,New South Wales,2020-03-07,28,4,1,Australia
Australia,New South Wales,2020-03-08,38,4,3,Australia
Australia,New South Wales,2020-03-09,48,4,3,Australia
Australia,New South Wales,2020-03-10,55,4,2,Australia
Australia,New South Wales,2020-03-11,65,4,2,Australia
Australia,New South Wales,2020-03-12,65,4,2,Australia
Australia,New South Wales,2020-03-13,92,4,2,Australia
Australia,New South Wales,2020-03-14,112,4,2,Australia
Australia,New South Wales,2020-03-15,134,4,2,Australia
Australia,New South Wales,2020-03-16,171,4,2,Australia
Australia,New South Wales,2020-03-17,210,4,4,Australia
Australia,New South Wales,2020-03-18,267,4,5,Australia
Australia,New South Wales,2020-03-19,307,4,5,Australia
Australia,New South Wales,2020-03-20,353,4,6,Australia
Australia,New South Wales,2020-03-21,436,4,6,Australia
Australia,New South Wales,2020-03-22,669,4,6,Australia
Australia,New South Wales,2020-03-23,669,4,6,Australia
Australia,New South Wales,2020-03-24,818,4,7,Australia
Australia,New South Wales,2020-03-25,1029,4,7,Australia
Australia,New South Wales,2020-03-26,1219,4,7,Australia
Australia,New South Wales,2020-03-27,1405,4,7,Australia
Australia,New South Wales,2020-03-28,1617,4,8,Australia
Australia,New South Wales,2020-03-29,1791,4,8,Australia
Australia,New South Wales,2020-03-30,2032,4,8,Australia
Australia,New South Wales,2020-03-31,2032,4,8,Australia
Australia,New South Wales,2020-04-01,2182,4,9,Australia
Australia,New South Wales,2020-04-02,2298,4,10,Australia
Australia,New South Wales,2020-04-03,2389,4,12,Australia
Australia,New South Wales,2020-04-04,2493,4,12,Australia
Australia,New South Wales,2020-04-05,2580,4,16,Australia
Australia,New South Wales,2020-04-06,2637,4,18,Australia
Australia,New South Wales,2020-04-07,2686,4,21,Australia
Australia,New South Wales,2020-04-08,2734,4,21,Australia
Australia,New South Wales,2020-04-09,2773,4,21,Australia
Australia,New South Wales,2020-04-10,2822,4,22,Australia
Australia,Northern Territory,2020-03-04,1,0,0,Australia
Australia,Northern Territory,2020-03-05,1,0,0,Australia
Australia,Northern Territory,2020-03-06,0,0,0,Australia
Australia,Northern Territory,2020-03-07,0,0,0,Australia
Australia,Northern Territory,2020-03-08,0,0,0,Australia
Australia,Northern Territory,2020-03-09,0,0,0,Australia
Australia,Northern Territory,2020-03-10,1,0,0,Australia
Australia,Northern Territory,2020-03-11,1,0,0,Australia
Australia,Northern Territory,2020-03-12,1,0,0,Australia
Australia,Northern Territory,2020-03-13,1,0,0,Australia
Australia,Northern Territory,2020-03-14,1,0,0,Australia
Australia,Northern Territory,2020-03-15,1,0,0,Australia
Australia,Northern Territory,2020-03-16,1,0,0,Australia
Australia,Northern Territory,2020-03-17,1,0,0,Australia
Australia,Northern Territory,2020-03-18,1,0,0,Australia
Australia,Northern Territory,2020-03-19,1,0,0,Australia
Australia,Northern Territory,2020-03-20,3,0,0,Australia
Australia,Northern Territory,2020-03-21,3,0,0,Australia
Australia,Northern Territory,2020-03-22,5,0,0,Australia
Australia,Northern Territory,2020-03-23,5,0,0,Australia
Australia,Northern Territory,2020-03-24,6,0,0,Australia
Australia,Northern Territory,2020-03-25,6,0,0,Australia
Australia,Northern Territory,2020-03-26,12,0,0,Australia
Australia,Northern Territory,2020-03-27,12,0,0,Australia
Australia,Northern Territory,2020-03-28,15,0,0,Australia
Australia,Northern Territory,2020-03-29,15,0,0,Australia
Australia,Northern Territory,2020-03-30,15,0,0,Australia
Australia,Northern Territory,2020-03-31,17,0,0,Australia
Australia,Northern Territory,2020-04-01,19,0,0,Australia
Australia,Northern Territory,2020-04-02,21,0,0,Australia
Australia,Northern Territory,2020-04-03,22,0,0,Australia
Australia,Northern Territory,2020-04-04,26,1,0,Australia
Australia,Northern Territory,2020-04-05,27,1,0,Australia
Australia,Northern Territory,2020-04-06,28,2,0,Australia
Australia,Northern Territory,2020-04-07,28,2,0,Australia
Australia,Northern Territory,2020-04-08,28,2,0,Australia
Australia,Northern Territory,2020-04-09,28,2,0,Australia
Australia,Northern Territory,2020-04-10,28,2,0,Australia
Australia,Others,2020-01-23,0,0,0,Australia
Australia,Others,2020-01-25,4,0,0,Australia
Australia,Others,2020-01-26,4,0,0,Australia
Australia,Queensland,2020-01-30,3,0,0,Australia
Australia,Queensland,2020-01-31,2,0,0,Australia
Australia,Queensland,2020-02-01,3,0,0,Australia
Australia,Queensland,2020-02-02,2,0,0,Australia
Australia,Queensland,2020-02-03,2,0,0,Australia
Australia,Queensland,2020-02-04,3,0,0,Australia
Australia,Queensland,2020-02-05,3,0,0,Australia
Australia,Queensland,2020-02-06,4,0,0,Australia
Australia,Queensland,2020-02-07,5,0,0,Australia
Australia,Queensland,2020-02-08,5,0,0,Australia
Australia,Queensland,2020-02-09,5,0,0,Australia
Australia,Queensland,2020-02-10,5,0,0,Australia
Australia,Queensland,2020-02-11,5,0,0,Australia
Australia,Queensland,2020-02-12,5,0,0,Australia
Australia,Queensland,2020-02-13,5,0,0,Australia
Australia,Queensland,2020-02-14,5,0,0,Australia
Australia,Queensland,2020-02-15,5,0,0,Australia
Australia,Queensland,2020-02-16,5,0,0,Australia
Australia,Queensland,2020-02-17,5,0,0,Australia
Australia,Queensland,2020-02-18,5,0,0,Australia
Australia,Queensland,2020-02-19,5,0,0,Australia
Australia,Queensland,2020-02-20,5,0,0,Australia
Australia,Queensland,2020-02-21,5,1,0,Australia
Australia,Queensland,2020-02-22,5,1,0,Australia
Australia,Queensland,2020-02-23,5,1,0,Australia
Australia,Queensland,2020-02-24,5,1,0,Australia
Australia,Queensland,2020-02-25,5,1,0,Australia
Australia,Queensland,2020-02-26,5,1,0,Australia
Australia,Queensland,2020-02-27,5,1,0,Australia
Australia,Queensland,2020-02-28,5,1,0,Australia
Australia,Queensland,2020-02-29,9,1,0,Australia
Australia,Queensland,2020-03-01,9,1,0,Australia
Australia,Queensland,2020-03-02,9,1,0,Australia
Australia,Queensland,2020-03-03,11,1,0,Australia
Australia,Queensland,2020-03-04,11,1,0,Australia
Australia,Queensland,2020-03-05,13,8,0,Australia
Australia,Queensland,2020-03-06,13,8,0,Australia
Australia,Queensland,2020-03-07,13,8,0,Australia
Australia,Queensland,2020-03-08,15,8,0,Australia
Australia,Queensland,2020-03-09,15,8,0,Australia
Australia,Queensland,2020-03-10,18,8,0,Australia
Australia,Queensland,2020-03-11,20,8,0,Australia
Australia,Queensland,2020-03-12,20,8,0,Australia
Australia,Queensland,2020-03-13,35,8,0,Australia
Australia,Queensland,2020-03-14,46,8,0,Australia
